type	freq
desecrate	12
desecrated	35
desecrating	9
desecration	58
desecrations	2
desegregate	5
desegregated	2
desegregation	16
deselect	9
deselected	11
deselecting	1
deselection	5
deselects	1
desensitisation	10
desensitise	1
desensitised	4
desensitising	2
desensitization	3
desensitize	7
desensitized	2
desensitizing	1
desert	2131
deserted	1222
deserter	36
deserters	52
desertification	82
deserting	91
desertion	148
desertions	26
deserts	328
deserve	1250
deserved	1027
deservedly	99
deserves	903
deserving	272
deshabille	1
desiccated	66
desiccation	47
desiderata	18
desideratum	9
design	12989
designate	252
designated	1388
designates	30
designating	53
designation	370
designations	64
designed	10302
designer	1941
designers	966
designing	774
designs	2803
desirability	264
desirable	2084
desire	5349
desired	1658
desires	860
desiring	77
desirous	45
desist	99
desisted	15
desisting	4
desists	4
desk	4210
deskill	1
deskilled	18
deskilling	23
desks	345
desmid	2
desmids	2
desolate	263
desolated	15
desolately	8
desolation	177
desorption	10
despair	1432
despaired	70
despairing	214
despairingly	93
despairs	11
despatch	338
despatched	372
despatcher	21
despatchers	1
despatches	81
despatching	35
desperado	17
desperadoes	12
desperados	2
desperate	2448
desperately	1852
desperation	542
despicable	122
despise	213
despised	406
despises	45
despising	50
despite	14363
despoil	8
despoiled	24
despoiling	5
despoliation	14
despond	9
despondency	84
despondent	87
despondently	53
despot	53
despotic	39
despotism	92
despots	23
dessert	317
desserts	137
destabilisation	29
destabilise	52
destabilised	11
destabilises	3
destabilising	62
destabilization	47
destabilizations	2
destabilize	49
destabilized	7
destabilizes	6
destabilizing	45
destination	1109
destinations	372
destined	784
destinies	55
destiny	750
destitute	131
destitution	65
destrier	6
destriers	2
destroy	1960
destroyed	3094
destroyer	187
destroyers	84
destroying	835
destroys	242
destruct	33
destructibility	3
destruction	2378
destructive	875
destructively	18
destructiveness	42
desuetude	11
desulphurisation	29
desulphurization	12
desultorily	16
desultory	103
det	430
detach	147
detachable	100
detached	1150
detaches	14
detaching	30
detachment	543
detachments	72
detail	6183
detailed	6419
detailing	301
details	11656
detain	148
detained	737
detainee	29
detainees	257
detaining	34
detains	2
detect	1320
detectable	286
detected	1611
detecting	395
detection	894
detective	1610
detectives	925
detector	570
detectors	345
detects	109
detente	43
detention	868
detentions	29
deter	541
detergent	258
detergents	151
deteriorate	253
deteriorated	449
deteriorates	59
deteriorating	323
deterioration	746
deteriorations	2
determent	1
determinable	32
determinant	269
determinants	359
determinate	118
determination	3143
determinations	101
determinative	32
determine	3904
determined	7690
determinedly	167
determiner	31
determiners	9
determines	664
determining	1621
determinism	175
determinist	38
deterministic	105
deterministically	2
determinists	10
deterred	240
deterrence	255
deterrent	612
deterrents	37
deterring	72
deters	38
detest	105
detestable	33
detestation	23
detested	141
detesting	2
detests	11
dethrone	6
dethroned	30
detinue	25
detonate	42
detonated	81
detonates	2
detonating	21
detonation	59
detonations	8
detonator	46
detonators	30
detour	201
detoured	3
detouring	2
detours	43
detox	12
detoxed	4
detoxes	1
detoxification	79
detoxified	7
detoxifier	1
detoxifiers	1
detoxifies	1
detoxify	14
detoxifying	13
detract	202
detracted	35
detracting	33
detractor	5
detractors	97
detracts	39
detrain	2
detrained	3
detraining	2
detriment	345
detrimental	361
detrimentally	12
detriments	3
detrital	32
detritus	132
detumescence	2
detumescent	2
deuce	57
deuced	4
deuces	2
deum	31
deus	47
deuterium	117
deuteron	10
deuteronomy	43
deuterons	29
deutschmark	134
deutschmarks	58
deux	99
devaluation	525
devaluations	37
devalue	108
devalued	224
devalues	24
devaluing	38
devastate	44
devastated	586
devastates	6
devastating	824
devastatingly	71
devastation	268
devastations	3
develop	8556
developed	12528
developer	783
developers	1163
developing	6203
development	32169
developmental	636
developmentally	37
developments	5090
develops	980
deviance	365
deviances	3
deviancies	3
deviancy	26
deviant	342
deviants	55
deviate	139
deviated	57
deviates	34
deviating	32
deviation	533
deviations	291
device	2890
devices	2186
devil	1733
devilish	77
devilishly	18
devilled	12
devilment	12
devilry	12
devils	268
devious	307
deviously	9
deviousness	22
devise	574
devised	1354
devises	26
devising	337
devoid	395
devolution	456
devolve	69
devolved	232
devolves	11
devolving	45
devote	593
devoted	2473
devotedly	28
devotee	61
devotees	137
devotes	95
devoting	129
devotion	589
devotional	93
devotions	52
devour	106
devoured	141
devouring	116
devours	22
devout	206
devoutly	31
devoutness	3
dew	299
dewan	11
dewater	1
dewatered	1
dewatering	5
dewaxed	7
dewaxing	1
dewberries	1
dewberry	1
dewlap	6
dewlaps	1
dews	13
dewy	42
dex	15
dexamethasone	19
dexterity	111
dexterous	16
dextral	7
dextran	17
dextrin	1
dextrose	38
dextrous	9
dexy	10
dhal	1
dhals	1
dharma	25
dhobi	6
dhobis	4
dhoti	6
dhotis	1
dhow	5
dhows	5
diabetes	654
diabetic	676
diabetics	264
diabolical	110
diabolically	10
diabolo	5
diabolos	3
diachronic	30
diachronically	4
diacritic	1
diacritical	3
diacritics	1
diadem	32
diadems	2
diaeresis	1
diagnose	173
diagnosed	734
diagnoses	178
diagnosing	82
diagnosis	1726
diagnostic	744
diagnostically	9
diagnostician	8
diagnosticians	7
diagnostics	93
diagonal	451
diagonally	164
diagonals	43
diagram	1275
diagrammatic	82
diagrammatically	48
diagrammed	15
diagramming	1
diagrams	547
dial	507
dialect	492
dialectal	24
dialectic	201
dialectical	181
dialectically	16
dialectics	20
dialects	253
dialed	1
dialing	1
dialled	239
dialling	138
dialog	66
dialogic	39
dialogue	1701
dialogues	154
dials	99
dialysed	13
dialysis	119
diamagnetic	2
diamante	20
diameter	1292
diameters	91
diametrically	78
diamine	12
diamond	1198
diamondback	5
diamondbacks	1
diamonds	541
dianthus	8
diapason	6
diapause	9
diaper	26
diapers	18
diaphanous	19
diaphanously	1
diaphoresis	1
diaphragm	155
diaphragms	8
diaries	537
diarist	62
diarists	10
diarrhea	2
diarrhoea	742
diarrhoeal	49
diarrhoeas	1
diary	1958
diaspora	58
diasporas	1
diastase	3
diastema	4
diaster	2
diastolic	49
diathermy	13
diatom	54
diatomaceous	1
diatomic	16
diatoms	50
diatonic	46
diatribe	43
diatribes	16
diazepam	25
dib	18
dibber	7
dibbers	1
dibble	53
dibbled	1
dibs	2
dice	416
diced	83
dicentra	5
dices	2
dicey	249
dichotic	69
dichotomies	27
dichotomise	1
dichotomised	5
dichotomising	1
dichotomize	6
dichotomized	5
dichotomous	36
dichotomously	3
dichotomy	246
dicing	21
dicker	11
dickered	1
dickering	5
dickers	2
dickhead	52
dickheads	20
dicots	3
dicotyledon	1
dicotyledons	3
dicta	103
dictaphone	11
dictaphones	3
dictate	450
dictated	577
dictates	299
dictating	93
dictation	111
dictations	3
dictator	288
dictatorial	106
dictatorially	4
dictators	63
dictatorship	420
dictatorships	46
diction	91
dictionaries	402
dictionary	1854
dictum	170
dictums	5
did	92063
didactic	106
didactically	8
diddle	72
diddled	6
diddlers	1
diddles	1
diddley	6
diddling	3
diddly	9
diddlysquat	1
didgeridoo	8
didgeridoos	3
didn	43893
die	5471
died	13630
diegesis	1
diegetic	2
dieldrin	20
dielectric	60
diem	43
diene	3
dienes	3
dies	1092
diesel	1363
diesels	136
diet	4188
dietary	708
dieted	10
dieter	225
dieters	40
dietetic	12
dietetics	8
diether	2
dietician	33
dieticians	14
dieting	228
dietitian	32
dietitians	14
diets	512
dieu	53
diff	63
differ	1802
differed	512
difference	11200
differences	7735
different	47672
differential	894
differentially	56
differentials	236
differentiate	503
differentiated	595
differentiates	75
differentiating	171
differentiation	944
differently	1520
differing	1054
differs	777
difficult	21648
difficulties	6773
difficulty	6232
diffidence	61
diffident	100
diffidently	46
diffract	5
diffraction	93
diffs	27
diffuse	339
diffused	150
diffuser	53
diffusers	6
diffuses	34
diffusing	44
diffusion	339
diffusions	1
dig	1063
digest	473
digested	358
digestible	55
digestif	3
digestifs	2
digesting	74
digestion	487
digestive	285
digestives	14
digests	54
digger	166
diggers	102
digging	937
dight	2
digit	269
digital	1983
digitalis	18
digitally	48
digitise	6
digitised	76
digitises	2
digitising	22
digitize	3
digitized	54
digitizing	44
digits	308
dignified	417
dignifies	2
dignify	18
dignifying	7
dignitaries	137
dignitary	10
dignities	12
dignity	1265
digoxin	19
digraph	11
digraphic	1
digress	49
digressed	12
digresses	1
digressing	18
digression	58
digressions	19
digs	224
dihedral	22
dihydrotestosterone	1
dike	18
dikes	29
diktat	28
dilapidated	152
dilapidation	30
dilatation	118
dilatations	4
dilate	27
dilated	120
dilates	6
dilating	22
dilation	26
dilatoriness	5
dilatory	37
dildo	26
dildoes	3
dildos	11
dilemma	1070
dilemmas	298
dilettante	32
dilettantes	1
dilettantish	1
dilettantism	5
diligence	315
diligent	139
diligently	106
dill	101
dilly	29
dillydallying	1
diluent	15
dilute	274
diluted	401
dilutes	11
diluting	61
dilution	262
dilutions	41
dim	773
dime	40
dimension	1609
dimensional	1200
dimensions	1360
dimer	45
dimeric	14
dimerize	3
dimerizing	1
dimers	33
dimes	8
dimethyl	23
diminish	462
diminished	806
diminishes	122
diminishing	429
diminuendo	21
diminuendos	1
diminution	180
diminutive	178
dimly	288
dimmed	123
dimmer	69
dimmest	12
dimming	35
dimness	56
dimorphic	16
dimorphism	77
dimorphisms	1
dimple	32
dimpled	45
dimples	31
dimpling	8
dims	7
din	332
dinar	95
dinars	109
dine	242
dined	186
diner	99
dinero	3
diners	147
dines	34
ding	169
dingbat	6
dingbats	5
dinge	1
dinged	2
dinghies	107
dinghy	343
dinghys	2
dingier	1
dingiest	1
dingily	1
dinginess	4
dinging	3
dingle	56
dingles	4
dingo	9
dingoes	3
dings	1
dingus	2
dingy	141
dining	2263
dink	14
dinked	1
dinkies	4
dinks	1
dinkum	3
dinky	56
dinner	6169
dinners	360
dinoflagellate	1
dinoflagellates	4
dinosaur	304
dinosaurs	458
dins	16
dint	73
dints	2
diocesan	317
diocese	581
dioceses	97
diode	114
diodes	47
dioecy	2
dionysian	11
diopter	1
dioptre	8
dioptres	3
diorama	7
dioramas	1
diorite	12
dioxide	1416
dioxides	4
dioxin	95
dioxins	93
dip	785
diphenyl	4
diphtheria	94
diphthong	39
diphthongs	36
diplodocus	12
diploid	49
diploidy	2
diploma	840
diplomacy	561
diplomas	155
diplomat	363
diplomatic	1973
diplomatically	80
diplomats	528
diplopia	2
dipolar	12
dipole	126
dipoles	13
dipped	534
dipper	45
dippers	17
dipping	316
dippy	29
dips	169
dipso	3
dipsomaniac	3
dipsomaniacs	4
dipstick	19
dipsticks	2
diptera	39
dipteran	3
dipterous	2
diptych	10
diptychs	2
dire	478
direct	11833
directed	3648
directing	607
direction	8575
directional	220
directions	2177
directive	1752
directives	555
directly	8624
directness	124
director	12644
directorate	311
directorates	28
directorial	41
directories	356
directors	4368
directorship	92
directorships	49
directory	1574
directs	259
direly	3
direness	1
direst	26
dirge	34
dirges	6
dirigible	4
dirigibles	3
dirks	18
dirndl	4
dirt	1013
dirtier	44
dirtiest	45
dirtiness	15
dirty	2704
dis	212
disa	1
disabilities	688
disability	1506
disable	51
disabled	3348
disablement	163
disablements	1
disables	10
disabling	102
disabuse	12
disabused	22
disabusing	2
disadvantage	1129
disadvantaged	565
disadvantageous	55
disadvantageously	6
disadvantages	877
disaffected	140
disaffection	131
disaffections	1
disaffiliate	6
disaffiliated	9
disaffiliating	1
disaffiliation	28
disaggregate	20
disaggregated	48
disaggregates	1
disaggregating	6
disaggregation	35
disagree	739
disagreeable	185
disagreeably	10
disagreed	337
disagreeing	85
disagreement	783
disagreements	374
disagrees	122
disallow	34
disallowed	136
disallowing	18
disallows	8
disappear	1356
disappearance	632
disappearances	85
disappeared	3187
disappearing	601
disappears	405
disapplication	33
disappoint	182
disappointed	2161
disappointing	995
disappointingly	100
disappointment	1473
disappointments	172
disappoints	32
disapprobation	19
disapproval	500
disapprovals	3
disapprove	140
disapproved	268
disapproves	36
disapproving	152
disapprovingly	54
disarm	118
disarmament	426
disarmed	105
disarming	141
disarmingly	53
disarms	6
disarrange	1
disarranged	8
disarrangement	2
disarray	227
disarticulation	1
disassemble	8
disassembled	17
disassembles	2
disassembling	3
disassembly	9
disassociate	28
disassociated	18
disaster	2795
disasters	515
disastrous	1114
disastrously	108
disavow	25
disavowal	28
disavowals	10
disavowed	31
disavowing	10
disavows	2
disband	93
disbanded	235
disbanding	62
disbandment	24
disbandments	1
disbands	6
disbar	2
disbarment	11
disbarments	1
disbarred	20
disbarring	1
disbelief	598
disbelieve	59
disbelieved	18
disbeliever	4
disbelievers	3
disbelieves	2
disbelieving	97
disbelievingly	50
disbound	3
disbud	1
disbudded	1
disbudding	2
disburse	19
disbursed	45
disbursement	44
disbursements	86
disbursing	10
disc	1696
discard	248
discarded	775
discarding	95
discards	26
discern	261
discernable	25
discerned	192
discernible	286
discernibly	8
discerning	202
discernment	59
discerns	17
discharge	1545
discharged	871
discharger	51
dischargers	37
discharges	397
discharging	161
disciple	143
disciples	434
discipleship	68
disciplinarian	48
disciplinary	1262
discipline	5688
disciplined	515
disciplines	1135
disciplining	68
disclaim	42
disclaimed	29
disclaimer	146
disclaimers	46
disclaiming	13
disclaims	9
disclose	678
disclosed	941
discloses	72
disclosing	135
disclosure	1053
disclosures	204
disco	777
discography	37
discoid	3
discolor	1
discoloration	32
discolour	19
discolouration	30
discoloured	102
discolouring	13
discolours	4
discombobulate	1
discombobulated	2
discomfit	4
discomfited	40
discomfiting	12
discomfitted	1
discomfiture	57
discomfitures	1
discomfort	670
discomforted	10
discomforting	13
discomforts	41
discommode	1
discommoded	2
discompose	1
discomposed	12
discomposure	5
disconcert	16
disconcerted	144
disconcerting	235
disconcertingly	65
disconcerts	2
disconfirmed	8
disconfirming	3
disconfirms	1
disconnect	65
disconnected	197
disconnecting	27
disconnection	46
disconnections	32
disconnects	30
disconsolate	49
disconsolately	31
discontent	621
discontented	100
discontentment	6
discontents	51
discontinuance	43
discontinuation	18
discontinue	99
discontinued	317
discontinues	2
discontinuing	26
discontinuities	75
discontinuity	167
discontinuous	98
discontinuously	1
discord	137
discordant	123
discords	13
discos	224
discotheque	47
discotheques	24
discount	2062
discounted	437
discounter	8
discounters	31
discounting	230
discounts	575
discourage	479
discouraged	486
discouragement	68
discouragements	4
discourages	64
discouraging	212
discourse	2299
discourses	432
discourteous	29
discourteously	2
discourtesies	1
discourtesy	26
discover	3142
discovered	6226
discoverer	62
discoverers	19
discoveries	669
discovering	690
discovers	297
discovery	2816
discredit	206
discreditable	35
discreditably	1
discredited	298
discrediting	51
discredits	10
discreet	529
discreetest	2
discreetly	311
discrepancies	267
discrepancy	383
discrepant	33
discrete	492
discretely	18
discreteness	11
discretion	1887
discretionary	603
discretions	15
discriminant	36
discriminants	3
discriminate	447
discriminated	201
discriminates	50
discriminating	217
discrimination	2059
discriminations	40
discriminatory	307
discs	751
discursive	287
discursively	11
discursiveness	5
discus	106
discuss	5506
discussed	6905
discusses	426
discussing	1957
discussion	8447
discussions	3103
disdain	244
disdained	21
disdainful	78
disdainfully	41
disdaining	14
disdains	4
disease	8940
diseased	182
diseases	1830
disembark	44
disembarkation	20
disembarked	58
disembarking	24
disembarks	1
disembodied	106
disembodiedness	1
disembodiment	1
disembody	1
disembowel	6
disembowelled	19
disembowelling	7
disembowelment	3
disenchant	1
disenchanted	91
disenchanting	2
disenchantment	141
disenfranchise	11
disenfranchised	59
disenfranchisement	13
disenfranchises	4
disenfranchising	7
disengage	50
disengaged	43
disengagement	62
disengages	3
disengaging	22
disentangle	103
disentangled	40
disentanglement	5
disentangles	1
disentangling	32
disequilibria	4
disequilibrium	85
disestablish	1
disestablished	13
disestablishment	31
disfavor	1
disfavour	43
disfavoured	7
disfavouring	3
disfavours	1
disfigure	21
disfigured	92
disfigurement	31
disfigurements	6
disfigures	11
disfiguring	35
disfranchise	1
disfranchised	5
disfranchisement	5
disgorge	21
disgorged	36
disgorgement	12
disgorges	2
disgorging	23
disgrace	507
disgraced	177
disgraceful	299
disgracefully	26
disgraces	3
disgracing	4
disgruntled	217
disguise	729
disguised	506
disguises	85
disguising	87
disgust	672
disgusted	332
disgustedly	33
disgusting	750
disgustingly	32
disgusts	15
dish	1617
dishabille	1
disharmonies	5
disharmony	52
dishearten	7
disheartened	39
disheartening	39
dished	85
dishes	1382
dishevelled	149
dishevelment	4
dishiest	1
dishing	53
dishonest	353
dishonestly	112
dishonesty	248
dishonorable	1
dishonour	65
dishonourable	44
dishonoured	38
dishonouring	3
dishonours	6
dishy	30
disillusion	113
disillusioned	319
disillusioning	14
disillusionment	207
disillusionments	4
disillusions	4
disincentive	134
disincentives	55
disinclination	48
disinclined	83
disinfect	21
disinfectant	136
disinfectants	55
disinfected	35
disinfecting	20
disinfection	105
disinfects	1
disinformation	47
disingenuous	73
disingenuously	9
disinherit	17
disinherited	45
disinheriting	3
disinherits	1
disintegrate	99
disintegrated	150
disintegrates	30
disintegrating	115
disintegration	318
disinter	6
disinterest	53
disinterested	172
disinterestedly	8
disinterestedness	8
disinterred	15
disinterring	2
disinvestment	13
disjoin	1
disjoined	4
disjoins	3
disjointed	107
disjunct	13
disjunction	47
disjunctions	8
disjunctive	24
disjunctively	2
